;Unnamed: 0;_id;aut;author_gender;created_at;full_text;id_str;in_reply_to_status_id;in_reply_to_tweet;in_reply_to_user_id;is_sexist;msg;person_1;person_2;receiver_gender;retweet_count;sentiment_1;sentiment_2;sexist_1;sexist_2;user_id
487;20187;5a9934320842191684e7076f;1;-1;Wed Jan 10 15:44:34 +0000 2018;@IMendezdeVigo Hechos aislados, sr ministro. https://t.co/bodjVUgTm5;951117569074835457;None;;2541124928;;reply;4.0;1.0;0;0;0;0;0;0;1291371878
488;9102;5a9c74630842190dbf5047aa;1;1;Wed Jan 17 11:14:25 +0000 2018;@GallizoMercedes Que tiempos aquellos con usted en los q nos subieron 300 euros en 4 años, sacaban 1000 plazas de OEP y había concurso anual. Desde entonces un deterioro total de la institución q avanza irremediablemente hacia la PRIVATIZACIÓN.;953586300514422784;953561293046341632;;743808139;;reply;3.0;1.0;0;14;0;0;0;0;3244117263
489;6778;5a9c74640842190dbf51f03a;1;1;Sat Feb 10 15:33:16 +0000 2018;Eduardo Madina defiende la igualdad como el principal proyecto del futuro @EduMadina https://t.co/WmJCyDQieH;962348750453821440;;;;;mention;3.0;4.0;0;30;0;0;0;0;3092459315
492;52463;5a9c74650842190dbf530f1b;1;1;Thu Mar 01 21:53:44 +0000 2018;@Alber_Canarias @reportometro Conciencias?¿Crees que tiene conciencia?;969329866226139139;969168266815033345;;3380065859.0;;reply;4.0;3.0;1;0;0;0;0;0;830679534
493;57723;5a9c74650842190dbf5323a7;1;-1;Sat Mar 03 11:08:51 +0000 2018;@Adrilastra Llevan años haciéndolo y con buenos resultados,se dirigen especialmente al sector social con menos formación.Buitres;969892353132695552;969841156975669248;;200194757.0;;reply;2.0;3.0;-1;0;0;0;0;0;255499883
494;13976;5a9c74630842190dbf505ab4;1;-1;Tue Jan 09 13:54:38 +0000 2018;@jessicaalbiach Y mientras, nos siguen agrediendo, violando, matando https://t.co/KxGN62VjHN;950727515831783424;950720103611555841;;208167029;;reply;4.0;3.0;0;1;0;0;0;0;477152796
496;24390;5a9934330842191684e7a4f1;1;-1;Thu Jan 25 11:22:26 +0000 2018;@monicaoltra Cero a personas y familias sin recursos.;956487420836548608;956486150830649344;;197863865;;reply;1.0;2.0;0;0;0;0;0;0;374072579
498;19251;5a9934350842191684e8b56b;1;1;Sun Feb 11 10:50:10 +0000 2018;@garciapage ¿chicas?;962639893309607936;962635519141310464;;162409872.0;;reply;2.0;3.0;1;0;0;0;0;0;2495102316
500;63870;5a9934360842191684e93a65;1;-1;Sat Feb 24 09:53:21 +0000 2018;@ximopuigInicia el Congreso el nostre Secretari General del PSPV https://t.co/j7IYFN8y7I;967336638438346752;None;;280405370.0;;reply;4.0;1.0;0;1;0;0;0;0;306366620
501;11548;5a9c74630842190dbf50de4f;1;1;Thu Jan 25 10:59:42 +0000 2018;@marianorajoy But you are still holding innocent men in prison for doing nothing...release them now ..before the Damage to Spain in un able to be reversed.;956481701487800321;956480971183976448;;343447873.0;;reply;4.0;1.0;0;1;0;0;0;0;4002169091
502;10878;5a9934320842191684e77029;1;1;Thu Jan 25 09:06:17 +0000 2018;@Rafa_Hernando El pp corruptos;956453159064436736;956441221639168000;;380456440.0;;reply;1.0;2.0;0;0;0;0;0;0;845970440103366656
503;17750;5a9934340842191684e82470;1;-1;Tue Jan 30 20:57:31 +0000 2018;"@SerranoAlfonso ""La facultad de recabar información ( de los diputados) se circunscribe a la q precisa del gobierno y de la administración, sin q en ningún momento se les faculte para recabar información o documentación al poder judicial""¿De dónde sale q pedimos documentación al poder judicial?";958444086557577216;958442794506473472;;239072447.0;;reply;3.0;4.0;1;0;0;0;0;0;743808139
504;16974;5a9934350842191684e8ac86;1;1;Wed Feb 14 06:48:29 +0000 2018;@bsemper Completamente de acuerdo pero díselo a las victimas del terrorismo que encima tienen que pagar 50.000€ cuando a ellos les han quitado algo que no tiene precio ....;963666236495327232;963662783492624384;;1151557338.0;;reply;1.0;3.0;0;1;0;0;0;0;750277921508581377
505;14816;5a9c74630842190dbf50eb13;1;1;Tue Jan 23 09:16:12 +0000 2018;@sanchezcastejon Pondremos en marcha la gratuidad de las primeras matrículas de las carreras de grado en las universidades públicas españolas. La universidad como derecho y no como mercancía. #ForoJoly https://t.co/p2rV36xJPG;955730877740351489;None;;68740712.0;;reply;1.0;3.0;0;55;0;0;0;0;18806761
506;10797;5a9934320842191684e6e2c1;1;1;Wed Jan 17 12:56:58 +0000 2018;@gebelque @PabloGarciaB Quant diner llençat i malbaratat!! quina pena. El pitjor? L'Estat Espanyol no rectifica, ans el contrari segueix endavant però no a 300 km/h com hauria i li agradaria si no a uns pobres 80km/h. No en saben més.;953612110122094592;953603411269824512;;189971995;;reply;1.0;4.0;0;0;0;0;0;0;910606660728705025
507;22193;5a9934330842191684e79c5c;1;1;Thu Jan 25 09:46:58 +0000 2018;@miqueliceta @rogertorrent Les institucions les heu malmés vosaltres amb el 155!Quina vergonya que feu!;956463397872328704;955860844314873859;;74205573;;reply;1.0;3.0;0;0;0;0;0;0;382310272
508;25944;5a9c74640842190dbf523b18;1;-1;Tue Feb 06 19:37:36 +0000 2018;@toniroldanm @20m Gracias por vuestro trabajo en este área @toniroldanm 🍊;960960687953661953;960816382458900480;;224371808.0;;reply;4.0;3.0;-1;0;0;0;0;0;1239822540
509;10996;5a9934320842191684e7709f;1;1;Wed Jan 24 09:26:29 +0000 2018;@joanbaldovi Resume la España de pandereta del @PPopular 👏👏👏👏;956095853608996864;955466115890769920;;378944786.0;;reply;3.0;4.0;0;0;0;0;0;0;2572150209
511;22911;5a9c74640842190dbf51a421;1;1;Thu Feb 08 14:06:43 +0000 2018;@LluisRabell Estimat Lluís, no em decideixo (sobre això no saps). No se si esperar al teu pròxim article anacrònic o be a la convocatoria de noves eleccions perque el teu propi partit es digui que és millor que no facis tweets.;961602192678539264;961527414189907968;;1493355812.0;;reply;4.0;2.0;0;0;0;0;0;0;825710110941003776
513;10160;5a9934320842191684e6e044;1;1;Wed Jan 17 14:28:58 +0000 2018;@ignacioaguado Esos vales de podemos están políticamente más perdidos que el hijo de limbert;953635259014369280;953535159445413888;;143538142;;reply;1.0;4.0;0;0;0;0;0;0;256492812
514;26787;5a9934340842191684e847bd;1;1;Wed Jan 31 14:26:00 +0000 2018;@JLambanM Solo te deseo que algún día trabajes en la cadena de Opel, nada más...;958707943339450369;958674984586633216;;2350951542.0;;reply;1.0;3.0;1;0;0;0;0;0;307506082
517;43257;5a9934350842191684e91302;1;-1;Sat Feb 24 17:10:16 +0000 2018;@pablocasado_ Y a contratos basura, y a que aumente el paro entre las personas de 45 años en adelante, por no hablar del paro también de los jóvenes... y con todo lo que habéis robado? Que habéis hecho? Tomale el pelo a los de tu especie.;967446591689850880;;;;;mention;1.0;3.0;0;0;0;0;0;0;915259947931377664
518;13068;5a9934340842191684e81226;1;1;Mon Feb 05 14:56:00 +0000 2018;@TeoGarciaEgea @ElPozoAlimenta El pozo puede maltratar animales y jugar con la salud de los ciudadanos por que pagan más impuestos que todos nosotros. Eso he sacado en claro de este politicucho;960527433995898882;960277131866574851;;224074203.0;;reply;1.0;4.0;1;0;0;0;0;0;2917526699
519;3879;5a9c74640842190dbf5159c9;1;-1;Thu Feb 08 19:37:16 +0000 2018;@KRLS I no hay fin de semana gratis para todos los apaleados, injuriados o vejados ? Que asco y vergüenza de iniciativa. Me ofende y me entristece a partes iguales. Lo peor es que aún haya gente que lo aplauda. Ah!!! se trata de azotar y castigar independentistas catalanes, todo vale.!;961685379089870849;;;;;mention;1.0;2.0;0;1;0;0;0;0;921827091032805381
521;1804;5a9c74640842190dbf5151ae;1;-1;Thu Feb 08 18:06:23 +0000 2018;@sanchezcastejon Y por cierto esa gente de nóminas altas son los que más aportan a las jubilaciones y después les queda lo mismo que si hubieran ganado 40000 euros al año eso sí el dinero sobrante va para las pensiones no contributivas Osea gente que nunca ha aportado nada al estado nada es nada;961662510536515585;;;;;mention;2.0;3.0;0;0;0;0;0;0;933103747068317696
522;15169;5a9c74640842190dbf521101;1;1;Thu Feb 15 16:52:55 +0000 2018;@ALevySoler @PPopular Pues exactamente que ustedes con el supremacismo español haciendo que el resto tenga que sentirse español a su manera deje de decir tonterías y acusar de lo mismo que hacen los de su puta organización criminal;964180733416869888;964173123405975552;;238099531.0;;reply;4.0;2.0;-1;0;0;0;0;0;1228172714
523;17584;5a9c74630842190dbf50f5e3;1;1;Thu Jan 18 15:48:43 +0000 2018;@GallizoMercedes A ver si todo esto le hace abrir los ojos a @ignacioaguado 👀;954017718461718533;953981617185476610;;743808139.0;;reply;4.0;1.0;0;0;0;0;0;0;730292301021519872
525;15710;5a9c74640842190dbf52131e;1;-1;Thu Feb 08 11:36:10 +0000 2018;@VicenteBetoret Estono es gripe esto es una poca verguenza  lS opreciones 1,'5mediose mueren antes q los operan, y enchufanfo a directrores no a enfermeras y médicos, a los amiguetes si con cargos gordos,pero nada más;961564306763599873;961533495121268736;;141173322.0;;reply;2.0;4.0;1;0;0;0;0;0;2455477234
526;20485;5a9c74630842190dbf510138;1;1;Wed Jan 17 16:01:49 +0000 2018;@eduardorepi Muy bueno, sí Sr. Lo has clavao...ja,ja,ja...;953658628325756933;953388181889736707;;299062519;;reply;4.0;3.0;0;0;0;0;0;0;922545534514188288
528;21349;5a9c74650842190dbf52fc0e;1;1;Mon Feb 26 20:03:57 +0000 2018;@hackbogado Fenomenal análisis!;968215074614759426;;;;;mention;2.0;1.0;0;0;0;0;0;0;828545065626771456
529;13067;5a9934310842191684e6565b;1;1;Sun Dec 31 16:09:43 +0000 2017;@MailloAntonio Eso pasará por construir alternativas al @psoedeandalucia desde la unidad y colaboración de toda la izquierda andaluza?;947500022689562624;947471499455287297;;464542552.0;;reply;1.0;3.0;1;0;0;0;0;0;939174247703941120
531;4039;5a9934320842191684e75572;1;1;Wed Jan 24 17:48:45 +0000 2018;@gebelque No podía ser de otra manera, están todos en el ajo!;956222253754191873;;;;;mention;2.0;4.0;0;0;0;0;0;0;908328218633146369
532;6908;5a9c74640842190dbf51f0bc;1;1;Sun Feb 11 20:56:41 +0000 2018;Aleccionador ezte articulo de @JATorresMora . Quizas deberiamos retroceder en la supuesta abolición para recuerar conceptos simples como la equidad? https://t.co/szfObmt3lh;962792529581297664;;;;;mention;4.0;2.0;0;0;0;0;0;0;123081219
533;18811;5a9c74640842190dbf521f3b;1;1;Mon Feb 12 12:09:08 +0000 2018;@noepmp Noe, espero t acuerdes d mí d los viejos tiempos, tengo 1 problema y se transformará en 1 pregunta al consejero del Gob. d Canarias.;963022154580267010;None;;248179184.0;;reply;2.0;1.0;0;0;0;0;0;0;2894645867
534;16143;5a9c74640842190dbf5189b1;1;1;Thu Feb 08 14:49:01 +0000 2018;"@JdMJerez @TeresaRodr_ Miedo da vuestras ""sana democracia""...";961612838027628544;961584361433944064;;360904604.0;;reply;2.0;4.0;0;0;0;0;0;0;376450549
535;23430;5a9c74630842190dbf507fa2;1;1;Sat Jan 13 12:49:04 +0000 2018;@jsalvadorduch @Gabrinsito Eres tonto o te crees tus tonterías? Pa' el caso es o mismo. Pues solo un tonto que además sea ignorante y mala follador puede meter al PSOE entre los nacionalistas. So burro. Lee un poco que los libros no muerden.;952160568126865409;951577691165249536;;326105216;;reply;1.0;4.0;0;0;0;0;0;0;756986563838566400
536;11157;5a9c74640842190dbf520155;1;1;Mon Feb 12 19:37:15 +0000 2018;@ignacioaguado @ccifuentes ⭕ Encuesta sobre el clima político en la Comunidad de Madrid. Para participar 👉 https://t.co/qlFSsZaTNZ;963134926777438208;961664238522634241;;143538142.0;;reply;4.0;1.0;1;0;0;0;0;0;257541444
537;15487;5a9934320842191684e6f513;1;1;Thu Jan 11 21:15:24 +0000 2018;@franferri_ I que s'envagen a sa casa tots plegats.;951563216227880960;951553814594834433;;84437338;;reply;4.0;3.0;0;0;0;0;0;0;2974769139
540;23594;5a9934320842191684e714be;1;1;Mon Jan 08 21:19:01 +0000 2018;@anapastorjulian @fnmt_rcm Hombre, a algo que invitan... Habrá que ir... Después de pagar, pagar y más pagar por todo. Lo último, los certificados digitales, sirven para evitar colas, dotar de agilidad y modernizar, pero si de paso sacamos tajada... Total, estos memos no dicen ni mú ...;950476961964544003;947604689050202112;;307570052;;reply;4.0;2.0;0;0;0;0;0;0;415820916
541;14006;5a9934320842191684e6ef4a;1;1;Wed Jan 17 07:50:16 +0000 2018;@jcoscu Unos recibían donaciones, otros recibían créditos. Ambos debían favores @iniciativa #doblemoral https://t.co/pWUgSkXOgK;953534924417568768;953510561651875840;;278458079;;reply;4.0;1.0;0;0;0;0;0;0;2898957723
543;9489;5a9934310842191684e6dda5;1;1;Sat Jan 13 16:38:07 +0000 2018;@EduardoFRub @BenetBeca Ahh y te parece poco?.;952218210434248704;952155606923857920;;360612491;;reply;4.0;3.0;0;0;0;0;0;0;890843419047849984
544;11717;5a9934320842191684e77370;1;1;Thu Jan 25 08:44:24 +0000 2018;@jsalvadorduch A veces cuando se habla de nacionalismos, se debería mirar la historia de cada partido, EH BILBU terroristas unificados, PDCAT, ERC, PNV fotografiados con terroristas. Y si miramos la historia la miramos para todos, hasta para vuestros antepasados.https://t.co/4UnV4pIA55;956447651880488960;951777121655017472;;326105216.0;;reply;4.0;1.0;0;1;0;0;0;0;920598155464454145
547;22505;5a9c74630842190dbf51091c;1;-1;Thu Jan 25 09:24:48 +0000 2018;@AlbanoDante76 @Marta_Sibina Fes cas sobretot al q digui la Toulouse. Fa cara de saber de que parla, o miula en el seu cas.;956457819452137473;956455408805269505;;91560739;;reply;2.0;4.0;0;0;0;0;0;0;1531311572
548;70207;5a9c74640842190dbf52beae;1;1;Sun Feb 18 13:45:57 +0000 2018;@FranciscoIgea Parece vergonzoso, al menos, pero quizá se puede hablar de racismo, nacismo, o más sencillo imbecilidad;965220848914370561;964963884913348608;;493242970.0;;reply;4.0;1.0;1;0;0;0;0;0;292475326
549;4711;5a9934310842191684e6cafb;1;-1;Wed Jan 17 17:00:05 +0000 2018;@RevillaMiguelA A ESTOS JUECES LAME CUL..CUANDO  EL pp esté gobernando.en  Sus casas que   Alguien los mande  Al paro   Pero un paro  Definitivo  Vamos JUBILADOS;953673290186461184;;;;;mention;4.0;2.0;0;0;0;0;0;0;943037461478952960
550;17521;5a9c74640842190dbf521a31;1;-1;Wed Feb 07 21:10:12 +0000 2018;@F_Armengol está segura que usted se presta al diálogo ??? Por que no recibe a la plataforma de Mosmovem ??? Usted cree que hace política de izquierdas ?? No requisito !!! Si mérito !!! #mosmoven #requisitazo Mallorca 18/02/2018@mallorcadiario @mosmovem;961346378495651842;None;;466593375.0;;reply;4.0;3.0;-1;1;0;0;0;0;2295526167
551;8536;5a9c74630842190dbf504574;1;-1;Tue Jan 09 18:52:03 +0000 2018;@MalvarezNadia @ccifuentes  https://t.co/Ms1UvbGdaQ;950802366906978304;950749393581461504;;2224246665;;reply;3.0;4.0;0;0;0;0;0;0;276621825
552;65050;5a9c74640842190dbf52aa89;1;1;Mon Feb 19 19:26:06 +0000 2018;@xpericay @Albert_Rivera La gistoria se repite. En los años 80 empezo a pasar esto en barcelona y...no aprendemos.;965668836681900033;964836914279993345;;101168947.0;;reply;3.0;4.0;1;1;0;0;0;0;936125348336500737
553;17266;5a9934330842191684e7891d;1;1;Mon Jan 15 21:56:55 +0000 2018;@davidperez Tengo que reconocer que yo no he podido hacer mucho por mi estado, el gran esfuerzo dentro de la Concejalía ha sido del director de deportes Nacho Costa, y sobre todo tú constancia, al cesar lo que es del cesar.;953023214724288512;952599483250040832;;6692562.0;;reply;1.0;3.0;0;0;0;0;0;0;3372217270
554;9664;5a9c74630842190dbf5049dc;1;1;Tue Jan 09 09:51:58 +0000 2018;@JoseManuel_Lop Entenderlo? Que hay que entender, no quieren que se les investigue, sino no se opondrían siempre.;950666450259279872;950648355247534080;;3084704992;;reply;4.0;1.0;0;1;0;0;0;0;247242604
555;12754;5a9c74640842190dbf520792;1;1;Thu Feb 15 14:45:07 +0000 2018;@lluis_llach @nuriadgc Estic fart de dir-vos que no us oblideu del tercer Jordi i del Fèlix, dos patriotes catalans injustament empresonats després de tants anys al sevei de Catalunya a través del nostre estimat Palau.;964148575121920000;963853646579552256;;2794107508.0;;reply;4.0;1.0;0;0;0;0;0;0;888893291550429185
557;67102;5a9c74650842190dbf53484a;1;-1;Thu Mar 01 12:19:10 +0000 2018;@VicentMarza Nos comprometemos a introducir la #EducaciónAmbiental  de forma transversal #EA26CV #guiaEAR;969185273811783680;None;;217123650.0;;reply;1.0;2.0;1;0;0;0;0;0;204355376
558;8724;5a9934320842191684e767bf;1;-1;Sun Jan 21 11:42:02 +0000 2018;@EvaGSempere @sirarego Jajajajajaja malvada! Se me ha escapao;955042801007431680;955042594689638400;;2415685538.0;;reply;1.0;2.0;0;0;0;0;0;0;179304336
559;8270;5a9934350842191684e90013;1;1;Sun Feb 18 12:23:09 +0000 2018;@suma_cero Con muchas implicaciones respecto a las posibilidades de consumo... algunos comentarios al gráfico 👇https://t.co/NBs2IDbkrx;965200009095507968;;;;;mention;3.0;2.0;0;0;0;0;0;0;742393297491070976
560;26030;5a9934350842191684e8cfe6;1;1;Thu Feb 15 13:45:09 +0000 2018;@mdcospedal Jajajjajajauajajaaujajajajajajajajjajaajajajajajajajajajqjqjqqjqjajajajajaja.....Ains Maria Dolores 😅;964133482329968640;964103179741822976;;220958101.0;;reply;1.0;2.0;0;0;0;0;0;0;139081557
562;6399;5a9c74650842190dbf52f506;1;1;Thu Feb 22 21:50:46 +0000 2018;@ccsalvador_ Aprende a escribir su nombre, y luego nos hablas, analfabeto;966792405113540615;;;;;mention;2.0;4.0;0;0;0;0;0;0;878223660187824128
563;13695;5a9934330842191684e77b2a;1;1;Wed Jan 24 20:46:15 +0000 2018;@Adrilastra ..O vosotros os cargàis primero MADRID,apoyando a PDMS, después Andalucía y a continuación BalearesEso sí haréis de SPÑ un país plurinacional;956266924006105088;956215645049417729;;200194757.0;;reply;4.0;1.0;0;0;0;0;0;0;3437816819
564;12833;5a9934310842191684e65571;1;1;Fri Dec 29 12:00:35 +0000 2017;@Danihife Gracias por la reply. Digamos autoritarismo pues.;946712548358938624;946677657693032448;;223678007.0;;reply;4.0;3.0;1;0;0;0;0;0;314577171
565;15741;5a9934340842191684e81c97;1;1;Thu Feb 08 18:42:47 +0000 2018;@agarzon Me tenían que haber cortado las manos cuando os voté;961671667574505472;960557907711442944;;11904592.0;;reply;1.0;2.0;1;0;0;0;0;0;828173782636515328
567;13250;5a9c74630842190dbf4fe54b;1;-1;Mon Jan 08 12:12:43 +0000 2018;@JuanMa_Moreno anuncia que el @ppandaluz presentará iniciativas en el @ParlamentoAnd para conseguir que bajen los impuestos. https://t.co/G6DUGlrhw4;950339480585728001;None;;278955879.0;;reply;4.0;2.0;0;0;0;0;0;0;256156656
568;5242;5a9c74650842190dbf52f4a3;1;1;Sat Mar 03 10:31:54 +0000 2018;.@JVMariBoso Con la ley 9/2017 de Contratos del Sector Públicos los contratos se adjudicarán a las ofertas con mejor calidad precio. Y se hacen dos grandes contratos. #AlbacetePopular https://t.co/idw0UNRyie;969883056701149186;;;;;mention;2.0;3.0;0;3;0;0;0;0;66129359
571;65204;5a9c74640842190dbf52ab23;1;1;Thu Feb 22 19:06:23 +0000 2018;@FeijooGalicia como cidadán galego esixo, seguindo coa reflexión que xustifique vostede entón o confirmadísimo retroceso de falantes, especialmente entre mocidade e cativos (sistema educativo Xunta). #Responda;966751036324052993;None;;579741408.0;;reply;1.0;2.0;1;0;0;0;0;0;22305345
573;8788;5a9c74630842190dbf4fe099;1;-1;Mon Jan 01 09:13:40 +0000 2018;@PatriciaHdezGut Feliz😄 parte y Magos👳🏿👨🏽👱🏼 nuevo Reyes de Próspero fiesta🎉 del traigan año. ¡Maldita crisis! Lo siento 😔, he comprado la felicitación en Ikea. Móntala tú 🙌 aquí tienes la llave allen🔧. ¡¡¡Feliz Navidad🎄!!! y ¡¡¡Feliz 2⃣0⃣1⃣8⃣!!!;947757707708305408;;;;;mention;3.0;4.0;0;0;0;0;0;0;2391786332
574;15395;5a9934330842191684e781ce;1;1;Tue Jan 23 22:26:29 +0000 2018;@patxilopez Todo pasa y todo queda amigo, Qué mujer😘;955929760013733890;955897420826791936;;16084460.0;;reply;2.0;3.0;0;1;0;0;0;0;320395415
575;19954;5a9934300842191684e61d26;1;1;Sat Dec 16 11:43:01 +0000 2017;@isauralealf @PSOE Y los que no somos funcionarios que nos den??;941997085318156293;941771126275018753;;555395673.0;;reply;4.0;3.0;-1;0;0;0;0;0;75548602
576;5908;5a9934320842191684e75cbf;1;1;Wed Jan 24 14:22:33 +0000 2018;La responsabilidad es ineludible por parte del gobierno en temas de igualdad, ya les va bien al PP no meterse en estos temas que para eso, está su reforma laboral. Vergüenza ajena escuchar eso de un presidente del gobierno. @F_Armengol https://t.co/l8srQrpArS;956170359891427328;;;;;mention;1.0;3.0;0;0;0;0;0;0;2800873978
577;126;5a9c74630842190dbf4fb841;1;1;Mon Jan 01 17:10:14 +0000 2018;@GFVara No hable en mi nombre. Yo soy hombre y nunca he maltratado a nadie. Por lo demás todo mi apoyo a la lucha contra la violencia de género.;947877640421158913;;;;;mention;3.0;2.0;0;0;0;0;0;0;3395845365
578;15916;5a9c74630842190dbf506248;1;1;Mon Jan 08 03:49:53 +0000 2018;@enricmorera Gossos de baralla;950212940011114497;950107769260138496;;43305240;;reply;1.0;2.0;0;0;0;0;0;0;261114438
580;15548;5a9934310842191684e682bd;1;1;Sat Dec 30 10:43:26 +0000 2017;@isaserras CIERTO;947055522339000320;946707446369624065;;529634658.0;;reply;2.0;4.0;-1;0;0;0;0;0;2310248426
583;15032;5a9c74630842190dbf50ebeb;1;-1;Mon Jan 22 09:11:42 +0000 2018;@joanmena Y estuvo Vd.  estupendo claro y conciso como nos tiene acostumbrad@s con sus intervenciones en el parlamento;955367356775239680;955011282213703680;;61822734.0;;reply;3.0;2.0;0;0;0;0;0;0;356108740
584;4;5a9934330842191684e7df1e;1;-1;Mon Feb 05 07:53:04 +0000 2018;"""Non creo que vaia existir o desmantelamento da vía estreita ferroviaria entre Ferrol e Viveiro, ao contrario, dá un importante servizo aos veciños desas zonas"". @CelsoDelgadoOU, no GxD.";960420999454953472;;;;;mention;2.0;3.0;0;1;0;0;0;0;1732130456
585;10023;5a9c74630842190dbf504b43;1;-1;Sun Jan 07 19:50:32 +0000 2018;@LorenaRuiz_H @beranturiano Con la Nevada bajará o subirá la luz?;950092307914772481;950004403716743168;;2525943596;;reply;2.0;1.0;0;0;0;0;0;0;764220853391335424
586;57989;5a9c74650842190dbf5324b1;1;1;Fri Feb 23 11:24:02 +0000 2018;"Em tens defensant un raper que no m'agrada i que ha cantat ""Licencia para matar, quedarán pocos vivos, acabaré con izquierda, PSOE, y también CiU"" per convicció i no per oportunisme.";966997070094757888;966996950846451712;;176191893.0;;reply;2.0;4.0;1;1;0;0;0;0;176191893
587;15762;5a9934310842191684e660e2;1;1;Sat Dec 23 13:43:17 +0000 2017;@EquipoClavijo El mejor presidente que hemos tenido;944564068639215616;944549465645633538;;2985832967.0;;reply;2.0;1.0;1;1;0;0;0;0;880563270352068608
588;13836;5a9934320842191684e6eea0;1;-1;Wed Jan 17 15:47:16 +0000 2018;@miqueliceta @elperiodico Me alegro, para que se vayan enterando los que querían el boicot😍;953654963598708736;953582911244128256;;74205573;;reply;4.0;1.0;0;0;0;0;0;0;849837248
590;18684;5a9c74640842190dbf521ebc;1;1;Wed Feb 07 13:04:07 +0000 2018;"@midaliajg reclama al PIL ""que decida de una vez dónde quiere estar"" respecto a la gobernabilidad del @CabildoLanzarot https://t.co/TQ7qjLwMHU … https://t.co/XrFyCiygkF";961224054513512448;None;;88669983.0;;reply;2.0;4.0;0;0;0;0;0;0;2194294190
591;6112;5a9c74630842190dbf4fdee2;1;1;Mon Jan 08 10:46:27 +0000 2018;@hugomabarca La D.G.T. informa: https://t.co/poTTamzhVL;950317770725560320;;;;;mention;1.0;2.0;0;3;0;0;0;0;251232643
593;15971;5a9c74640842190dbf521423;1;1;Fri Feb 09 22:25:46 +0000 2018;@franferri_ @monicaoltra Si, ho ha fet xD;962090174099476485;961591935143211009;;84437338.0;;reply;4.0;2.0;1;0;0;0;0;0;402793947
594;23452;5a9c74630842190dbf507fb8;1;-1;Sat Jan 13 01:51:08 +0000 2018;@jsalvadorduch Nanit amic alertael independentismo se basa en ser auto suficiente y libre de dominacion. El nacionalismo en rebajar al diferente y aniquilarlo. A ver quien es quien;951994994931400704;951777121655017472;;326105216;;reply;4.0;3.0;0;0;0;0;0;0;2507598456
595;9661;5a9934320842191684e6de51;1;-1;Wed Jan 10 01:22:36 +0000 2018;@JoseManuel_Lop @publico_es   ¡Fantástico artículo! ¡Ánimo, adelante!  Vuestro trabajo es la esperanza de mucha gente.  Mil gracias.;950900650157723648;950648355247534080;;3084704992;;reply;2.0;4.0;0;0;0;0;0;0;2287289298
596;25177;5a9c74640842190dbf52742d;1;1;Fri Feb 23 08:07:54 +0000 2018;Retweeted Francina Armengol (@F_Armengol):Celebram el Dia Europeu per la Igualtat Salarial tenint ben present que encara queda molt per fer per aconseguir una vertadera igualtat en dones i homes. Les Illes Balears som capdavanteres amb una Llei d'Igual… https://t.co/1cHOm5s3dP;966947713571946496;;;;;mention;1.0;4.0;0;0;0;0;0;0;239556794
598;70178;5a9c74640842190dbf52be91;1;-1;Tue Feb 20 01:19:49 +0000 2018;@FranciscoIgea @vsanmcs Pero que le pasa al @PSOE ??? Están sordos o qué ??? Qué ostión se van a llevar en las próximas elecciones !!!;965757853486198789;965635975610359808;;493242970.0;;reply;4.0;3.0;1;0;0;0;0;0;920447749891518464
599;28098;5a9934340842191684e84cdc;1;1;Thu Feb 08 17:49:49 +0000 2018;@RevillaMiguelA Esperenos, que cumpla los 30 meses y un dia.;961658337317326848;961657020012261376;;516405086.0;;reply;1.0;4.0;1;0;0;0;0;0;1222605434
600;10387;5a9934320842191684e76e3e;1;1;Wed Jan 17 15:17:34 +0000 2018;@SimancasRafael @gpscongreso El PP sabemos lo q quiere, q se hunda el sistema público de pensiones para privatizarlas, un gran negocio para los bancos y el capital, pero los jubilados no lo permitiremos, gobierne quien gobierne. #pensionesdignas;953647493266407425;953567690781798401;;402219133.0;;reply;3.0;1.0;0;1;0;0;0;0;919757545
601;6060;5a9934310842191684e6d040;1;-1;Tue Jan 16 19:43:57 +0000 2018;@IsabelPodemos Que lo diga la que pillaron jugando a frozen en horas de curro....;953352140491251713;;;;;mention;2.0;1.0;0;0;0;0;0;0;3307003834
602;20442;5a9c74630842190dbf5073f6;1;-1;Wed Jan 17 20:00:25 +0000 2018;@GirautaOficial ¿Cataluña constitucional?. Generosidad y altura políticas se demuestran anteponiendo el interés general al particular. ¡Qué pena!;953718671414788097;953694259676401664;;2223841798;;reply;3.0;1.0;0;0;0;0;0;0;905020879956058112
603;3960;5a9934300842191684e60b80;1;-1;Fri Dec 22 18:40:07 +0000 2017;@mjsanchezrubio Felices Fiestas para ti también.;944276380124106752;;;;;mention;1.0;4.0;0;0;0;0;0;0;735176150
604;3441;5a9c74630842190dbf50318d;1;1;Wed Jan 17 17:37:53 +0000 2018;@anaponton Vostede está guapa sempre;953682801441701888;;;;;mention;3.0;2.0;0;0;0;0;0;0;215918485
605;47365;5a9934350842191684e914e7;1;-1;Sat Feb 24 12:58:39 +0000 2018;Que buen encuentro con @Pam_Angela_ en #zaragoza en la Casa de la Mujer contra las violencias machistas y por la libertad y el empoderamiento de las mujeres #FeminismoVencera #8M #HaciaLaHuelgaFeminista https://t.co/DXsFWld2sc;967383271800803328;;;;;mention;2.0;3.0;0;4;0;0;0;0;143740566
